Date (yyyy-mm-dd),Max_temperature (°C),Min_temperature (°C),Rain (mm),Wind (km/h),Description,City
2019-06-04,24,12,11.7,6,Lluvia moderada a intervalos,Medellín
2024-06-05,23,10,9.8,4,Ligeras precipitaciones,Medellín
2023-06-05,24,12,8.0,6,Ligeras precipitaciones,Medellín
2022-06-05,23,10,8.1,3,Ligeras precipitaciones,Medellín
2021-06-05,23,13,13.9,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-06-05,25,12,18.8,3,Lluvias fuertes o moderadas,Medellín
2019-06-05,20,11,33.7,5,Lluvias torrenciales,Medellín
2024-06-06,23,10,8.7,6,Ligeras precipitaciones,Medellín
2023-06-06,24,12,29.1,5,Lluvias fuertes o moderadas,Medellín
2022-06-06,18,9,2.7,3,Ligeras precipitaciones,Medellín
2021-06-06,21,14,29.6,3,Lluvias fuertes o moderadas,Medellín
2020-06-06,23,11,19.6,4,Lluvias fuertes o moderadas,Medellín
2019-06-06,20,12,29.0,3,Lluvias torrenciales,Medellín
2024-06-07,23,11,12.4,5,Ligeras precipitaciones,Medellín
2023-06-07,23,11,49.5,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-06-07,17,9,7.3,3,Ligeras precipitaciones,Medellín
2021-06-07,18,10,29.4,3,Ligeras precipitaciones,Medellín
2020-06-07,23,10,30.2,4,Lluvias fuertes o moderadas,Medellín
2019-06-07,17,12,34.8,3,Lluvias fuertes o moderadas,Medellín
2024-06-08,23,10,20.1,4,Ligeras precipitaciones,Medellín
2023-06-08,24,10,25.7,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-06-08,21,8,3.5,4,Ligeras precipitaciones,Medellín
2021-06-08,20,11,17.7,1,Lluvias fuertes o moderadas,Medellín
2020-06-08,23,13,12.7,4,Lluvias fuertes o moderadas,Medellín
2019-06-08,21,12,22.9,6,Lluvias fuertes o moderadas,Medellín
2024-06-09,23,11,19.2,3,Ligeras precipitaciones,Medellín
2023-06-09,23,10,30.4,4,Lluvias fuertes o moderadas,Medellín
2022-06-09,21,9,3.0,2,Ligeras precipitaciones,Medellín
2021-06-09,19,11,22.5,2,Lluvias fuertes o moderadas,Medellín
2020-06-09,23,13,37.5,2,Lluvias fuertes o moderadas,Medellín
2019-06-09,22,11,15.1,7,Lluvias fuertes o moderadas,Medellín
2024-06-10,21,13,17.3,2,Ligeras precipitaciones,Medellín
2023-06-10,24,10,22.0,5,Ligeras precipitaciones,Medellín
2022-06-10,22,9,4.9,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-06-10,19,10,4.9,2,Ligeras precipitaciones,Medellín
2020-06-10,22,15,66.8,2,Lluvias fuertes o moderadas,Medellín
2019-06-10,22,10,15.6,6,Lluvias fuertes o moderadas,Medellín
2024-07-01,25,11,17.9,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-01,26,10,11.1,4,Ligeras precipitaciones,Medellín
2022-07-01,21,11,11.4,4,Ligeras precipitaciones,Medellín
2021-07-01,22,10,15.1,5,Lluvias fuertes o moderadas,Medellín
2020-07-01,23,11,67.1,3,Lluvias fuertes o moderadas,Medellín
2019-07-01,23,13,23.7,4,Lluvias fuertes o moderadas,Medellín
2024-07-02,22,10,19.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-02,23,10,22.0,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-07-02,21,10,6.5,4,Ligeras precipitaciones,Medellín
2021-07-02,21,10,16.6,5,Lluvias fuertes o moderadas,Medellín
2020-07-02,23,11,45.3,3,Lluvias fuertes o moderadas,Medellín
2019-07-02,25,9,44.4,5,Lluvias fuertes o moderadas,Medellín
2024-07-03,23,10,12.3,4,Ligeras precipitaciones,Medellín
2023-07-03,21,10,70.9,4,Lluvias fuertes o moderadas,Medellín
2022-07-03,23,9,2.0,5,Niebla moderada,Medellín
2021-07-03,25,9,4.2,4,Periodos de lluvia moderada,Medellín
2020-07-03,24,15,16.9,4,Lluvias fuertes o moderadas,Medellín
2019-07-03,23,9,29.8,4,Lluvias fuertes o moderadas,Medellín
2024-07-04,21,10,20.2,3,Ligeras precipitaciones,Medellín
2023-07-04,21,11,39.5,4,Ligeras precipitaciones,Medellín
2022-07-04,23,8,1.4,6,Niebla moderada,Medellín
2021-07-04,24,10,1.0,5,Lluvia moderada a intervalos,Medellín
2020-07-04,21,14,35.7,3,Ligeras precipitaciones,Medellín
2019-07-04,26,11,15.7,4,Lluvias fuertes o moderadas,Medellín
2024-07-05,20,10,48.2,4,Ligeras precipitaciones,Medellín
2023-07-05,23,15,33.9,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-07-05,28,9,1.3,5,Lluvia moderada a intervalos,Medellín
2021-07-05,26,11,1.6,5,Lluvia moderada a intervalos,Medellín
2020-07-05,22,12,29.9,4,Lluvias fuertes o moderadas,Medellín
2019-07-05,26,9,19.5,5,Lluvias fuertes o moderadas,Medellín
2024-07-06,21,10,8.6,5,Ligeras precipitaciones,Medellín
2023-07-06,22,11,44.2,4,Lluvias fuertes o moderadas,Medellín
2022-07-06,24,9,0.6,6,Niebla moderada,Medellín
2021-07-06,26,10,1.2,5,Lluvia moderada a intervalos,Medellín
2020-07-06,17,11,35.7,3,Lluvia moderada,Medellín
2019-07-06,24,10,3.6,10,Lluvia moderada a intervalos,Medellín
2024-07-07,25,14,3.8,5,Niebla moderada,Medellín
2023-07-07,22,11,34.5,4,Lluvias fuertes o moderadas,Medellín
2022-07-07,28,9,0.7,6,Niebla moderada,Medellín
2021-07-07,26,13,1.1,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-07-07,23,13,27.1,4,Lluvias fuertes o moderadas,Medellín
2019-07-07,27,9,3.3,8,Lluvia moderada a intervalos,Medellín
2024-07-08,26,9,2.0,6,Lluvia moderada a intervalos,Medellín
2023-07-08,22,11,67.7,5,Lluvias fuertes o moderadas,Medellín
2022-07-08,26,9,1.8,6,Niebla moderada,Medellín
2021-07-08,24,14,9.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-07-08,22,15,25.1,2,Lluvias fuertes o moderadas,Medellín
2019-07-08,26,13,8.3,5,Lluvias fuertes o moderadas,Medellín
2024-07-09,26,9,6.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-09,24,10,46.3,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-07-09,25,9,1.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-07-09,23,13,13.5,4,Lluvias fuertes o moderadas,Medellín
2020-07-09,23,16,35.1,5,Fuertes lluvias,Medellín
2019-07-09,22,11,16.7,5,Lluvias fuertes o moderadas,Medellín
2024-07-10,24,9,8.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-07-10,29,9,7.1,6,Niebla moderada,Medellín
2022-07-10,25,9,2.3,4,Ligeras precipitaciones,Medellín
2021-07-10,22,10,16.2,3,Ligeras precipitaciones,Medellín
2020-07-10,24,13,21.2,3,Lluvias fuertes o moderadas,Medellín
2019-07-10,26,11,4.6,7,Lluvias fuertes o moderadas,Medellín
2024-08-01,26,9,4.5,5,Niebla moderada,Medellín
2023-08-01,26,9,1.8,9,Lluvia moderada a intervalos,Medellín
2022-08-01,22,10,6.1,5,Ligeras precipitaciones,Medellín
2021-08-01,27,16,1.5,5,Periodos de lluvia moderada,Medellín
2020-08-01,21,11,20.1,4,Lluvia moderada,Medellín
2019-08-01,26,11,9.1,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-08-02,22,9,7.9,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-02,29,9,0.1,8,Parcialmente nublado,Medellín
2022-08-02,20,10,8.8,4,Ligeras precipitaciones,Medellín
2021-08-02,24,15,3.0,5,Lluvia moderada a intervalos,Medellín
2020-08-02,27,14,1.4,5,Lluvia moderada a intervalos,Medellín
2019-08-02,24,13,28.6,4,Lluvias torrenciales,Medellín
2024-08-04,24,9,11.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-04,26,9,9.4,6,Niebla moderada,Medellín
2022-08-04,21,10,7.0,5,Ligeras precipitaciones,Medellín
2021-08-04,25,10,0.0,8,Parcialmente nublado,Medellín
2020-08-04,26,15,3.8,4,Lluvia moderada a intervalos,Medellín
2019-08-04,23,13,27.4,4,Lluvias fuertes o moderadas,Medellín
2024-08-05,25,10,10.2,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-05,28,9,5.7,7,Periodos de lluvia moderada,Medellín
2022-08-05,20,9,5.2,2,Ligeras precipitaciones,Medellín
2021-08-05,25,14,0.1,7,Parcialmente nublado,Medellín
2020-08-05,26,15,11.6,4,Lluvias fuertes o moderadas,Medellín
2019-08-05,27,15,4.0,7,Lluvia moderada a intervalos,Medellín
2024-08-06,22,10,11.3,2,Ligeras precipitaciones,Medellín
2023-08-06,28,10,6.8,6,Periodos de lluvia moderada,Medellín
2022-08-06,20,10,8.2,2,Ligeras precipitaciones,Medellín
2021-08-06,26,10,0.3,6,Lluvia moderada a intervalos,Medellín
2020-08-06,26,14,6.8,5,Lluvia moderada a intervalos,Medellín
2019-08-06,27,9,2.2,7,Lluvia moderada a intervalos,Medellín
2024-08-07,19,10,15.9,4,Ligeras precipitaciones,Medellín
2023-08-07,24,10,22.6,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-08-07,22,9,1.9,5,Ligeras precipitaciones,Medellín
2021-08-07,25,10,1.6,4,Lluvia moderada a intervalos,Medellín
2020-08-07,26,13,1.3,9,Lluvia moderada a intervalos,Medellín
2019-08-07,24,9,4.2,8,Lluvia moderada a intervalos,Medellín
2024-08-08,22,9,10.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-08,28,10,6.9,11,Ligeras precipitaciones,Medellín
2022-08-08,29,9,0.4,6,Niebla moderada,Medellín
2021-08-08,22,13,20.8,4,Lluvias fuertes o moderadas,Medellín
2020-08-08,27,12,4.7,7,Periodos de lluvia moderada,Medellín
2019-08-08,25,8,10.1,8,Lluvias fuertes o moderadas,Medellín
2024-08-09,22,10,18.6,5,Ligeras precipitaciones,Medellín
2023-08-09,27,10,0.1,7,Neblina,Medellín
2022-08-09,26,9,2.1,6,Lluvia moderada a intervalos,Medellín
2021-08-09,22,10,30.8,5,Lluvias fuertes o moderadas,Medellín
2020-08-09,28,13,2.5,6,Periodos de lluvia moderada,Medellín
2019-08-09,24,9,7.6,6,Ligeras precipitaciones,Medellín
2024-08-10,23,10,11.1,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-10,23,10,19.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-08-10,29,10,1.0,6,Niebla moderada,Medellín
2021-08-10,21,11,27.0,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-08-10,27,12,3.9,5,Lluvia moderada a intervalos,Medellín
2019-08-10,27,8,7.0,7,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-08-12,23,9,13.6,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-12,23,10,26.3,4,Ligeras precipitaciones,Medellín
2022-08-12,22,8,3.2,5,Ligeras precipitaciones,Medellín
2021-08-12,22,9,9.6,5,Niebla moderada,Medellín
2020-08-12,24,12,38.7,4,Lluvias fuertes o moderadas,Medellín
2019-08-12,27,14,8.9,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-08-13,21,10,13.1,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-13,21,10,23.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-08-13,20,9,4.7,3,Ligeras lluvias,Medellín
2021-08-13,23,9,12.7,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-08-13,23,12,31.7,3,Lluvias fuertes o moderadas,Medellín
2019-08-13,26,14,13.7,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-08-14,25,13,3.2,5,Niebla moderada,Medellín
2023-08-14,26,9,7.5,7,Niebla moderada,Medellín
2022-08-14,22,9,3.7,4,Ligeras precipitaciones,Medellín
2021-08-14,18,10,23.0,2,Lluvias fuertes o moderadas,Medellín
2020-08-14,23,12,30.6,2,Lluvias fuertes o moderadas,Medellín
2019-08-14,26,11,12.7,9,Lluvias fuertes o moderadas,Medellín
2024-08-15,28,10,0.4,9,Lluvia moderada a intervalos,Medellín
2023-08-15,22,9,12.1,3,Lluvias fuertes o moderadas,Medellín
2022-08-15,20,9,8.2,4,Ligeras precipitaciones,Medellín
2021-08-15,19,9,14.2,4,Lluvias fuertes o moderadas,Medellín
2020-08-15,21,12,57.0,3,Lluvias fuertes o moderadas,Medellín
2019-08-15,25,11,7.3,7,Lluvias fuertes o moderadas,Medellín
2024-08-16,26,10,4.2,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-16,22,9,20.7,4,Lluvias fuertes o moderadas,Medellín
2021-08-16,21,10,50.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-08-16,23,11,32.6,3,Lluvias fuertes o moderadas,Medellín
2019-08-16,22,9,25.3,2,Lluvias torrenciales,Medellín
2024-08-17,28,9,5.9,5,Niebla moderada,Medellín
2023-08-17,23,10,30.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-08-17,21,9,3.4,4,Ligeras precipitaciones,Medellín
2021-08-17,21,14,47.7,4,Lluvias fuertes o moderadas,Medellín
2020-08-17,23,11,36.4,3,Lluvias fuertes o moderadas,Medellín
2019-08-17,20,8,43.1,2,Lluvias fuertes o moderadas,Medellín
2024-08-19,27,10,0.0,8,Lluvia moderada a intervalos,Medellín
2023-08-19,24,9,22.9,3,Lluvias fuertes o moderadas,Medellín
2022-08-19,26,10,1.2,6,Niebla moderada,Medellín
2021-08-19,21,12,21.0,3,Lluvias fuertes o moderadas,Medellín
2020-08-19,20,11,48.8,5,Lluvias fuertes o moderadas,Medellín
2019-08-19,27,12,7.4,8,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-08-20,27,14,0.4,7,Lluvia moderada a intervalos,Medellín
2023-08-20,24,10,29.5,3,Lluvias fuertes o moderadas,Medellín
2022-08-20,28,9,1.2,6,Lluvia moderada a intervalos,Medellín
2021-08-20,19,10,43.1,2,Ligeras precipitaciones,Medellín
2020-08-20,23,11,65.9,2,Lluvias fuertes o moderadas,Medellín
2019-08-20,26,14,2.0,7,Lluvia moderada a intervalos,Medellín
2024-08-21,26,10,4.8,4,Periodos de lluvia moderada,Medellín
2023-08-21,21,10,25.0,3,Ligeras precipitaciones,Medellín
2022-08-21,21,9,3.0,2,Ligeras precipitaciones,Medellín
2021-08-21,22,9,12.5,5,Lluvias fuertes o moderadas,Medellín
2020-08-21,22,11,59.0,2,Lluvias fuertes o moderadas,Medellín
2019-08-21,26,14,0.3,8,Parcialmente nublado,Medellín
2024-08-22,24,9,7.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-22,22,10,20.9,4,Ligeras precipitaciones,Medellín
2022-08-22,21,10,5.5,3,Ligeras precipitaciones,Medellín
2021-08-22,21,10,16.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-08-22,21,11,31.3,3,Lluvias torrenciales,Medellín
2019-08-22,27,11,3.3,7,Lluvia moderada a intervalos,Medellín
2024-08-23,25,10,8.4,5,Niebla moderada,Medellín
2023-08-23,25,9,5.4,5,Periodos de lluvia moderada,Medellín
2022-08-23,20,9,2.2,5,Niebla moderada,Medellín
2021-08-23,22,9,15.5,3,Lluvias fuertes o moderadas,Medellín
2020-08-23,21,11,20.7,3,Lluvias fuertes o moderadas,Medellín
2019-08-23,27,12,3.6,6,Lluvia moderada a intervalos,Medellín
2024-08-24,21,10,17.6,4,Ligeras precipitaciones,Medellín
2023-08-24,25,9,8.0,7,Ligeras precipitaciones,Medellín
2022-08-24,24,9,1.7,5,Niebla moderada,Medellín
2021-08-24,21,12,18.2,2,Lluvias fuertes o moderadas,Medellín
2020-08-24,24,14,57.7,3,Lluvias fuertes o moderadas,Medellín
2019-08-24,27,12,2.0,7,Parcialmente nublado,Medellín
2024-08-26,25,11,6.1,5,Lluvia moderada a intervalos,Medellín
2023-08-26,25,9,7.0,5,Niebla moderada,Medellín
2022-08-26,21,12,3.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-08-26,23,10,4.4,3,Niebla moderada,Medellín
2020-08-26,21,10,31.0,2,Lluvias fuertes o moderadas,Medellín
2019-08-26,25,15,3.8,8,Lluvia moderada a intervalos,Medellín
2024-08-27,26,10,1.6,6,Periodos de lluvia moderada,Medellín
2023-08-27,27,10,0.0,7,Neblina,Medellín
2022-08-27,20,9,5.2,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-08-27,21,9,4.7,4,Ligeras precipitaciones,Medellín
2020-08-27,23,11,68.1,4,Lluvias fuertes o moderadas,Medellín
2019-08-27,28,15,0.9,8,Parcialmente nublado,Medellín
2024-08-28,25,11,8.9,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-28,27,9,0.2,7,Neblina,Medellín
2022-08-28,20,9,7.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-08-28,22,9,2.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-08-28,24,11,28.3,4,Lluvias fuertes o moderadas,Medellín
2019-08-28,27,13,9.6,6,Ligeras precipitaciones,Medellín
2024-08-29,25,13,6.9,5,Llovizna a intervalos,Medellín
2023-08-29,28,10,0.5,8,Lluvia moderada a intervalos,Medellín
2022-08-29,22,12,20.8,5,Ligeras precipitaciones,Medellín
2021-08-29,23,11,4.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-08-29,22,12,52.0,2,Lluvias fuertes o moderadas,Medellín
2019-08-29,27,11,4.3,8,Ligeras precipitaciones,Medellín
2024-08-30,26,13,3.3,5,Lluvia moderada a intervalos,Medellín
2023-08-30,28,12,0.0,6,Despejado,Medellín
2022-08-30,23,11,8.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-08-30,22,14,6.5,2,Ligeras precipitaciones,Medellín
2020-08-30,24,11,17.4,2,Ligeras precipitaciones,Medellín
2019-08-30,28,12,1.1,8,Lluvia moderada a intervalos,Medellín
2024-08-31,27,11,8.5,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-31,26,11,10.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-08-31,23,8,2.2,5,Niebla moderada,Medellín
2021-08-31,21,14,4.0,3,Ligeras precipitaciones,Medellín
2020-08-31,23,10,24.3,4,Lluvias fuertes o moderadas,Medellín
2019-08-31,26,10,6.7,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-09-01,22,13,7.9,2,Ligeras precipitaciones,Medellín
2023-09-01,29,10,2.4,7,Lluvia moderada a intervalos,Medellín
2021-09-01,20,15,6.5,5,Ligeras precipitaciones,Medellín
2020-09-01,23,12,35.0,3,Lluvias fuertes o moderadas,Medellín
2019-09-01,25,10,25.1,4,Lluvias torrenciales,Medellín
2024-09-02,22,14,11.9,5,Ligeras precipitaciones,Medellín
2023-09-02,27,13,20.8,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-09-02,22,9,6.3,4,Ligeras precipitaciones,Medellín
2021-09-02,22,10,7.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-02,21,13,30.5,3,Lluvias fuertes o moderadas,Medellín
2019-09-02,25,16,34.1,3,Lluvias fuertes o moderadas,Medellín
2024-09-03,26,13,4.1,5,Llovizna a intervalos,Medellín
2023-09-03,23,14,16.0,4,Niebla moderada,Medellín
2022-09-03,24,10,4.2,6,Ligeras precipitaciones,Medellín
2021-09-03,24,11,4.2,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-03,23,11,20.0,2,Lluvias fuertes o moderadas,Medellín
2019-09-03,28,15,9.6,6,Ligeras precipitaciones,Medellín
2024-09-04,26,15,5.2,5,Niebla moderada,Medellín
2023-09-04,23,14,19.2,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-09-04,26,9,1.2,6,Niebla moderada,Medellín
2021-09-04,23,10,2.7,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-04,25,12,45.8,4,Lluvias fuertes o moderadas,Medellín
2019-09-04,25,15,15.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-09-05,28,14,3.0,6,Ligeras precipitaciones,Medellín
2023-09-05,27,14,0.1,7,Niebla moderada,Medellín
2022-09-05,29,8,0.0,8,Niebla moderada,Medellín
2021-09-05,23,9,3.6,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-05,25,12,17.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-09-05,27,15,6.4,7,Lluvias fuertes o moderadas,Medellín
2024-09-06,25,9,10.2,5,Ligeras precipitaciones,Medellín
2023-09-06,28,13,0.0,7,Neblina,Medellín
2022-09-06,29,8,0.3,6,Lluvia moderada a intervalos,Medellín
2021-09-06,18,9,2.4,2,Llovizna a intervalos,Medellín
2020-09-06,25,13,21.0,2,Lluvias fuertes o moderadas,Medellín
2019-09-06,26,16,11.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-09-07,27,9,3.0,4,Lluvia moderada a intervalos,Medellín
2023-09-07,26,12,2.4,6,Periodos de lluvia moderada,Medellín
2022-09-07,28,8,0.7,4,Lluvia moderada a intervalos,Medellín
2021-09-07,20,10,5.3,3,Ligeras precipitaciones,Medellín
2020-09-07,23,13,38.4,4,Lluvias fuertes o moderadas,Medellín
2019-09-07,27,15,4.8,4,Lluvias fuertes o moderadas,Medellín
2024-09-08,27,10,0.3,8,Niebla moderada,Medellín
2023-09-08,26,11,4.6,6,Lluvia moderada a intervalos,Medellín
2022-09-08,23,9,3.6,2,Ligeras precipitaciones,Medellín
2021-09-08,23,10,3.9,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-08,21,13,62.4,2,Lluvias fuertes o moderadas,Medellín
2019-09-08,27,15,1.3,4,Parcialmente nublado,Medellín
2024-09-09,28,10,0.0,9,Neblina,Medellín
2023-09-09,24,9,18.9,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-09-09,24,9,2.3,5,Lluvia moderada a intervalos,Medellín
2021-09-09,23,10,2.2,4,Ligeras precipitaciones,Medellín
2020-09-09,23,15,17.3,3,Lluvias fuertes o moderadas,Medellín
2019-09-09,28,11,6.3,8,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-09-10,28,10,0.0,7,Lluvia moderada a intervalos,Medellín
2023-09-10,23,10,36.8,5,Lluvias fuertes o moderadas,Medellín
2022-09-10,22,11,5.1,5,Ligeras precipitaciones,Medellín
2021-09-10,22,10,7.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-10,25,11,12.3,4,Lluvias fuertes o moderadas,Medellín
2019-09-10,27,11,9.9,7,Lluvias fuertes o moderadas,Medellín
2024-09-11,27,10,1.6,6,Lluvia moderada a intervalos,Medellín
2023-09-11,26,10,7.0,4,Niebla moderada,Medellín
2022-09-11,29,9,0.3,7,Niebla moderada,Medellín
2021-09-11,21,10,3.4,5,Ligeras precipitaciones,Medellín
2020-09-11,25,12,17.9,5,Lluvias fuertes o moderadas,Medellín
2019-09-11,28,16,9.6,5,Lluvias fuertes o moderadas,Medellín
2024-09-12,27,11,5.7,7,Niebla moderada,Medellín
2023-09-12,26,10,0.0,5,Niebla moderada,Medellín
2022-09-12,22,9,3.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-09-12,23,9,3.9,4,Ligeras precipitaciones,Medellín
2020-09-12,26,13,25.8,4,Lluvias fuertes o moderadas,Medellín
2019-09-12,25,16,17.6,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-09-13,27,11,6.9,6,Ligeras precipitaciones,Medellín
2023-09-13,27,14,7.2,6,Neblina,Medellín
2021-09-13,28,9,2.1,5,Ligeras precipitaciones,Medellín
2020-09-13,23,11,23.2,5,Lluvias fuertes o moderadas,Medellín
2019-09-13,27,16,9.4,5,Lluvias fuertes o moderadas,Medellín
2024-09-14,26,11,7.7,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-09-14,25,15,3.6,5,Niebla moderada,Medellín
2022-09-14,18,12,6.4,4,Ligeras lluvias,Medellín
2021-09-14,22,11,2.3,4,Lluvia moderada a intervalos,Medellín
2020-09-14,26,10,1.9,6,Neblina,Medellín
2019-09-14,26,15,9.0,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-09-15,28,10,2.8,5,Niebla moderada,Medellín
2023-09-15,23,10,0.0,5,Niebla moderada,Medellín
2022-09-15,29,10,2.1,5,Ligeras precipitaciones,Medellín
2021-09-15,22,10,3.4,4,Ligeras precipitaciones,Medellín
2020-09-15,24,12,17.2,3,Lluvias fuertes o moderadas,Medellín
2019-09-15,26,15,9.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-09-17,29,12,0.1,10,Lluvia moderada a intervalos,Medellín
2023-09-17,27,11,0.1,6,Lluvia moderada a intervalos,Medellín
2022-09-17,21,10,8.4,2,Ligeras precipitaciones,Medellín
2021-09-17,29,9,0.3,6,Niebla moderada,Medellín
2020-09-17,19,11,24.1,3,Lluvias fuertes o moderadas,Medellín
2019-09-17,24,12,24.2,2,Lluvias torrenciales,Medellín
2024-09-18,30,15,0.2,9,Lluvia moderada a intervalos,Medellín
2023-09-18,25,11,5.5,6,Lluvia moderada a intervalos,Medellín
2022-09-18,22,13,3.7,2,Ligeras precipitaciones,Medellín
2021-09-18,29,9,2.1,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-18,23,10,52.1,1,Lluvias fuertes o moderadas,Medellín
2019-09-18,22,10,46.5,4,Lluvias torrenciales,Medellín
2024-09-19,26,13,5.0,5,Periodos de lluvia moderada,Medellín
2023-09-19,27,11,4.4,8,Ligeras precipitaciones,Medellín
2022-09-19,21,13,8.0,2,Ligeras precipitaciones,Medellín
2021-09-19,23,11,4.1,4,Ligeras precipitaciones,Medellín
2020-09-19,22,12,60.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-09-19,23,13,23.7,2,Lluvias fuertes o moderadas,Medellín
2024-09-20,25,13,9.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-09-20,27,9,0.6,8,Lluvia moderada a intervalos,Medellín
2022-09-20,21,10,9.5,4,Ligeras precipitaciones,Medellín
2021-09-20,22,13,2.5,5,Ligeras precipitaciones,Medellín
2020-09-20,21,11,59.1,3,Lluvias fuertes o moderadas,Medellín
2019-09-20,23,16,33.4,3,Lluvias torrenciales,Medellín
2024-09-21,24,12,9.9,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-09-21,28,9,0.2,8,Lluvia moderada a intervalos,Medellín
2022-09-21,22,12,6.0,3,Ligeras precipitaciones,Medellín
2021-09-21,22,15,3.7,4,Ligeras precipitaciones,Medellín
2020-09-21,22,11,16.6,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-09-21,22,14,41.0,3,Lluvias fuertes o moderadas,Medellín
2024-09-22,25,10,12.0,4,Periodos de lluvia moderada,Medellín
2023-09-22,27,11,5.4,6,Lluvia moderada a intervalos,Medellín
2022-09-22,22,12,3.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-09-22,22,14,3.4,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-22,24,11,7.9,4,Periodos de lluvia moderada,Medellín
2019-09-22,24,12,17.0,2,Lluvias fuertes o moderadas,Medellín
